ID_Reserva,Edad,Genero,Pais,Hotel,Tipo_Habitacion,Regimen,Canal_Reserva,Lead_Time_Dias,Mes_Llegada,Noches,Adultos,Ninos,Precio_Noche_EUR,Reservas_Previas,Cancelaciones_Previas,Tiene_Parking,Peticiones_Especiales,Tipo_Deposito,Cancelado
100533,23.0,Male,España,Palladium Ibiza,Standard,Media pensión,Web directa,8.0,6,4,2,0,108.77,0,0,No,0.0,No reembolsable,0
100534,19.0,Male,Italia,Palladium Ibiza,Suite,Media pensión,Web directa,12.0,9,2,1,0,396.01,0,0,Sí,0.0,Reembolsable,0
100535,32.0,Female,EEUU,Palladium Riviera Maya,Standard,Todo incluido,Agencia tradicional,20.0,9,3,2,1,113.71,3,1,No,3.0,Reembolsable,0
100536,21.0,Male,Reino Unido,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia online,21.0,4,5,2,0,199.72,0,0,Sí,3.0,No reembolsable,0
100537,40.0,Female,Portugal,Palladium Tenerife,Junior Suite,Desayuno,Teléfono,,9,3,2,0,214.82,1,0,Sí,0.0,Sin depósito,0
100538,21.0,Male,Argentina,Palladium Ibiza,Standard,Todo incluido,Web directa,75.0,9,5,2,0,144.05,0,0,No,0.0,Sin depósito,0
100539,45.0,Male,España,Palladium Mallorca,Standard,Todo incluido,Teléfono,40.0,8,3,2,0,146.5,2,0,No,5.0,Reembolsable,0
100540,33.0,Female,Reino Unido,Palladium Mallorca,Standard,Desayuno,Agencia online,5.0,4,2,2,3,169.35,0,0,Sí,2.0,No reembolsable,0
100541,30.0,Male,México,Palladium Mallorca,Junior Suite,Desayuno,Teléfono,76.0,7,4,3,0,253.44,0,0,No,1.0,Reembolsable,0
100542,39.0,Female,Argentina,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia online,112.0,4,2,3,1,202.82,1,0,No,0.0,Reembolsable,0
100543,36.0,Male,Portugal,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,67.0,5,4,2,0,71.51,0,0,Sí,3.0,Reembolsable,0
100544,45.0,Male,España,Palladium Ibiza,Standard,Media pensión,Teléfono,122.0,7,4,4,2,133.53,1,0,No,1.0,Reembolsable,0
100545,39.0,Male,Italia,Palladium Tenerife,Junior Suite,Solo alojamiento,Agencia online,40.0,5,4,2,0,251.14,3,0,,0.0,Reembolsable,0
100546,39.0,Female,Alemania,Palladium Riviera Maya,Junior Suite,Solo alojamiento,Walk-in,84.0,4,4,3,1,249.85,1,1,Sí,0.0,Sin depósito,0
100547,35.0,Male,México,Palladium Punta Cana,Suite,Desayuno,Walk-in,36.0,9,4,2,0,439.96,1,1,Sí,0.0,No reembolsable,0
100548,32.0,Female,Alemania,Palladium Mallorca,Villa,Todo incluido,Agencia tradicional,61.0,7,6,1,0,765.24,0,0,No,3.0,Sin depósito,0
100549,46.0,Female,Alemania,Palladium Tenerife,Standard,Solo alojamiento,Agencia tradicional,3.0,8,5,1,0,152.09,2,0,No,0.0,No reembolsable,0
100550,36.0,Male,Países Bajos,Palladium Costa Mujeres,Standard,Solo alojamiento,Walk-in,22.0,10,2,2,1,88.11,3,0,No,1.0,Sin depósito,0
100551,18.0,male,Francia,Palladium Riviera Maya,Standard,Desayuno,Teléfono,99.0,9,4,2,0,113.75,2,1,,1.0,Reembolsable,0
100552,38.0,Male,México,Palladium Punta Cana,Suite,Todo incluido,Agencia tradicional,3.0,5,4,2,2,381.0,1,0,No,0.0,Sin depósito,0
100553,37.0,Male,España,Palladium Riviera Maya,Standard,Desayuno,Agencia tradicional,,8,3,2,2,78.18,2,1,No,0.0,No reembolsable,0
100554,53.0,Female,Reino Unido,Palladium Riviera Maya,Suite,Media pensión,Agencia tradicional,20.0,5,2,2,3,352.3,0,0,No,1.0,Reembolsable,0
100555,62.0,Male,Alemania,Palladium Punta Cana,Standard,Todo incluido,Agencia online,8.0,5,4,4,0,115.71,0,0,,2.0,Reembolsable,0
100556,74.0,Female,Francia,Palladium Tenerife,Suite,Solo alojamiento,Web directa,38.0,11,6,2,0,404.03,0,0,Sí,1.0,Sin depósito,0
100557,34.0,Female,España,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,54.0,6,3,2,0,210.05,1,0,NO,1.0,Sin depósito,0
100558,52.0,Female,España,Palladium Punta Cana,Suite,Todo incluido,Agencia tradicional,18.0,7,3,2,2,412.53,3,0,No,1.0,Reembolsable,0
100559,52.0,Female,Alemania,Palladium Ibiza,Suite,Desayuno,Web directa,7.0,8,7,2,0,400.86,2,0,No,2.0,Reembolsable,0
100560,18.0,Female,España,Palladium Ibiza,Standard,Desayuno,Web directa,3.0,12,5,2,2,119.38,4,0,No,2.0,No reembolsable,0
100561,18.0,Male,Reino Unido,Palladium Mallorca,Standard,Media pensión,Agencia online,23.0,10,6,2,0,106.44,1,1,Sí,0.0,Sin depósito,1
100562,18.0,Female,Alemania,Palladium Riviera Maya,Suite,Media pensión,Teléfono,7.0,9,1,1,1,346.88,1,0,No,,No reembolsable,0
100563,43.0,Male,España,Palladium Costa Mujeres,Suite,Media pensión,Web directa,11.0,4,4,2,0,391.84,3,0,No,0.0,Sin depósito,0
100564,33.0,Male,Alemania,Palladium Riviera Maya,Standard,Todo incluido,Web directa,68.0,12,5,4,0,92.24,2,0,Sí,0.0,Reembolsable,0
100565,59.0,Female,España,Palladium Riviera Maya,Villa,Desayuno,Web directa,27.0,7,2,3,1,772.34,1,0,NO,0.0,Sin depósito,0
100566,36.0,Female,España,Palladium Riviera Maya,Suite,Todo incluido,Web directa,39.0,4,2,1,0,382.49,3,1,No,2.0,Sin depósito,1
100567,60.0,Male,EEUU,Palladium Riviera Maya,Suite,Todo incluido,Walk-in,70.0,5,3,1,2,453.83,2,1,Sí,1.0,Reembolsable,0
100568,50.0,Female,Francia,Palladium Ibiza,Standard,Solo alojamiento,Agencia tradicional,6.0,11,6,2,0,,2,0,No,1.0,Sin depósito,1
100569,70.0,Male,España,Palladium Ibiza,Suite,Desayuno,Web directa,21.0,10,5,2,0,362.59,4,1,No,2.0,Sin depósito,0
100570,18.0,Male,España,Palladium Costa Mujeres,Standard,Todo incluido,Teléfono,36.0,8,5,1,0,70.76,1,0,No,0.0,Sin depósito,1
100571,,Female,España,Palladium Mallorca,Junior Suite,Media pensión,Agencia online,95.0,7,2,2,0,250.56,2,0,Sí,3.0,Sin depósito,0
100572,37.0,Male,España,Palladium Riviera Maya,Suite,Desayuno,Agencia online,7.0,8,4,2,1,415.06,2,1,Sí,2.0,Sin depósito,1
100573,47.0,Female,Países Bajos,Palladium Riviera Maya,Standard,Media pensión,Web directa,68.0,7,2,2,1,107.87,2,2,Sí,1.0,,0
100574,50.0,Male,Reino Unido,Palladium Riviera Maya,Junior Suite,Media pensión,Agencia online,36.0,6,6,3,0,225.57,1,0,No,1.0,Sin depósito,1
100575,33.0,Female,Portugal,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,298.0,7,3,2,1,111.62,2,0,Sí,2.0,Sin depósito,1
100576,28.0,Male,Reino Unido,Palladium Ibiza,Junior Suite,Media pensión,Agencia online,1.0,10,3,2,0,198.69,1,0,No,3.0,Sin depósito,0
100577,,Male,España,Palladium Ibiza,Standard,Desayuno,Walk-in,124.0,8,7,2,0,55.26,2,0,No,3.0,No reembolsable,0
100578,48.0,Female,España,Palladium Tenerife,Junior Suite,Todo incluido,Agencia tradicional,65.0,9,7,2,0,193.46,0,0,No,1.0,No reembolsable,0
100579,57.0,Male,Francia,Palladium Punta Cana,Standard,Media pensión,Web directa,8.0,8,4,2,0,80.44,0,0,No,2.0,Sin depósito,0
100580,61.0,Female,España,Palladium Riviera Maya,Junior Suite,Desayuno,Teléfono,114.0,2,1,2,0,141.16,0,0,Sí,0.0,Reembolsable,0
100581,78.0,Male,México,Palladium Punta Cana,Junior Suite,Solo alojamiento,Agencia online,31.0,5,1,2,0,235.14,2,0,Sí,2.0,Reembolsable,0
100582,47.0,Female,,Palladium Tenerife,Standard,Todo incluido,Web directa,52.0,9,3,1,0,143.05,0,0,Sí,2.0,No reembolsable,0
100583,32.0,Male,Reino Unido,Palladium Ibiza,Suite,Desayuno,Web directa,36.0,7,3,2,0,332.53,2,1,No,2.0,Sin depósito,0
100584,45.0,Female,EEUU,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,62.0,1,4,2,1,161.87,1,1,No,3.0,Sin depósito,0
100585,58.0,Male,México,Palladium Costa Mujeres,Standard,Desayuno,Teléfono,62.0,7,1,2,0,,0,0,No,3.0,Sin depósito,1
100586,36.0,Male,España,Palladium Punta Cana,Standard,Todo incluido,Web directa,101.0,3,6,3,0,127.37,4,0,Sí,2.0,Reembolsable,0
100587,33.0,Female,Portugal,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,20.0,6,2,2,2,130.47,2,0,No,3.0,Reembolsable,0
100588,18.0,Female,España,Palladium Ibiza,Suite,Todo incluido,Web directa,152.0,7,3,2,1,314.8,0,0,No,2.0,Sin depósito,0
100589,45.0,Male,México,Palladium Tenerife,Junior Suite,Media pensión,Web directa,166.0,7,3,1,0,213.15,4,1,No,3.0,Reembolsable,0
100590,41.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Agencia tradicional,135.0,6,5,4,1,76.16,3,1,No,1.0,No reembolsable,0
100591,37.0,Female,México,Palladium Ibiza,Junior Suite,Desayuno,Agencia online,40.0,12,5,3,3,209.28,1,0,No,0.0,Reembolsable,0
100592,51.0,Male,México,Palladium Riviera Maya,Junior Suite,Todo incluido,Web directa,32.0,7,6,1,0,190.79,1,0,No,1.0,No reembolsable,0
100593,43.0,Female,España,Palladium Ibiza,Standard,Media pensión,Agencia online,11.0,8,5,4,0,92.93,1,0,No,2.0,Sin depósito,0
100594,220.0,Male,España,Palladium Punta Cana,Junior Suite,Media pensión,Web directa,24.0,7,1,2,0,233.91,2,0,No,2.0,Sin depósito,0
100595,81.0,Male,Alemania,Palladium Punta Cana,Standard,Desayuno,Teléfono,2.0,3,4,2,1,112.89,0,0,No,0.0,Sin depósito,0
100596,57.0,Male,Italia,Palladium Mallorca,Junior Suite,Desayuno,Web directa,124.0,4,5,2,0,244.89,0,0,No,0.0,Reembolsable,0
100597,44.0,Male,México,Palladium Riviera Maya,Standard,Solo alojamiento,Web directa,16.0,7,5,2,0,153.91,4,1,Sí,1.0,Sin depósito,0
100598,44.0,Female,Italia,Palladium Mallorca,Villa,Solo alojamiento,Agencia online,2.0,12,4,2,1,784.01,2,1,No,1.0,Reembolsable,0
100599,36.0,Male,Argentina,Palladium Costa Mujeres,Junior Suite,Todo incluido,Web directa,88.0,9,7,2,0,271.66,1,0,No,0.0,Sin depósito,0
100600,44.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Teléfono,48.0,8,5,2,3,115.82,0,0,No,3.0,Reembolsable,0
100601,30.0,Female,España,Palladium Tenerife,Junior Suite,Todo incluido,Web directa,53.0,5,7,3,0,230.03,1,0,No,0.0,No reembolsable,0
100602,43.0,Male,España,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia tradicional,8.0,9,5,2,3,204.44,0,0,Sí,1.0,Sin depósito,0
100603,19.0,Male,Reino Unido,Palladium Ibiza,Junior Suite,Desayuno,Agencia tradicional,35.0,7,7,2,0,219.62,2,1,Sí,2.0,Reembolsable,0
100604,56.0,Male,México,Palladium Costa Mujeres,Junior Suite,Todo incluido,Teléfono,5.0,8,4,1,0,222.68,3,1,Sí,3.0,No reembolsable,0
100605,66.0,Female,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Agencia tradicional,4.0,4,7,2,1,105.42,2,0,No,,Sin depósito,0
100606,34.0,Male,México,Palladium Punta Cana,Junior Suite,Todo incluido,Web directa,22.0,5,2,3,0,197.14,2,0,,1.0,Sin depósito,0
100607,28.0,Female,México,Palladium Ibiza,Standard,Media pensión,Agencia online,33.0,11,7,2,1,122.58,1,0,Sí,2.0,Sin depósito,0
100608,27.0,Female,Reino Unido,Palladium Riviera Maya,Junior Suite,Desayuno,Agencia online,120.0,2,6,2,1,238.01,0,0,Sí,0.0,Sin depósito,0
100609,50.0,Female,EEUU,Palladium Tenerife,Standard,Media pensión,Agencia online,15.0,7,10,2,0,154.06,1,0,No,0.0,Sin depósito,0
100610,50.0,Male,Países Bajos,Palladium Ibiza,Standard,Todo incluido,Web directa,271.0,5,5,2,2,68.26,2,2,No,2.0,Reembolsable,1
100611,55.0,Female,,Palladium Punta Cana,Standard,Media pensión,Teléfono,111.0,8,4,2,2,112.46,0,0,No,0.0,Sin depósito,0
100612,18.0,Female,España,Palladium Ibiza,Junior Suite,Desayuno,Web directa,16.0,10,7,2,0,172.5,2,0,Sí,3.0,No reembolsable,0
100613,61.0,Male,Argentina,Palladium Punta Cana,Standard,Media pensión,Agencia tradicional,18.0,4,5,2,2,112.7,0,0,No,3.0,Sin depósito,1
100614,39.0,male,Reino Unido,Palladium Mallorca,Standard,Desayuno,Agencia online,26.0,8,6,1,0,75.52,0,0,Sí,0.0,No reembolsable,1
100615,56.0,Female,Reino Unido,Palladium Mallorca,Standard,Desayuno,Web directa,123.0,7,10,2,1,109.89,5,1,Sí,1.0,Reembolsable,1
100616,67.0,Female,Alemania,Palladium Costa Mujeres,Junior Suite,Media pensión,Web directa,149.0,6,3,2,1,209.38,3,0,No,0.0,No reembolsable,0
100617,37.0,Female,Alemania,Palladium Mallorca,Junior Suite,Todo incluido,Agencia online,106.0,4,4,2,0,216.3,2,1,No,,Sin depósito,0
100618,49.0,Female,Francia,Palladium Mallorca,Standard,Solo alojamiento,Agencia online,39.0,9,7,2,0,183.87,1,0,No,1.0,Reembolsable,1
100619,37.0,Female,EEUU,Palladium Punta Cana,Standard,Desayuno,Teléfono,,11,6,2,0,27.45,4,0,No,1.0,Reembolsable,0
100620,38.0,FEMALE,EEUU,Palladium Riviera Maya,Villa,Media pensión,Agencia tradicional,142.0,8,4,2,0,793.3,1,0,No,0.0,Sin depósito,1
100621,63.0,Female,Francia,Palladium Riviera Maya,Villa,Desayuno,Agencia online,64.0,1,6,2,3,733.74,1,0,No,0.0,Reembolsable,1
100622,39.0,Male,España,Palladium Mallorca,Standard,Solo alojamiento,Agencia online,29.0,7,7,1,0,121.05,3,0,No,0.0,Reembolsable,0
100623,,Female,EEUU,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,1.0,4,5,2,0,283.12,4,0,No,0.0,Reembolsable,0
100624,51.0,Male,EEUU,Palladium Riviera Maya,Standard,Todo incluido,Teléfono,228.0,6,4,2,0,130.55,1,0,Sí,4.0,Sin depósito,0
100625,60.0,Female,Italia,Palladium Mallorca,Standard,Desayuno,Web directa,70.0,9,14,3,1,139.81,1,0,No,0.0,No reembolsable,0
100626,69.0,Female,España,Palladium Tenerife,Junior Suite,Solo alojamiento,Teléfono,40.0,3,4,4,0,198.51,1,0,No,0.0,No reembolsable,0
100627,51.0,Male,EEUU,Palladium Tenerife,Junior Suite,Solo alojamiento,Agencia online,92.0,10,5,2,2,271.22,2,1,No,2.0,No reembolsable,0
100628,56.0,Female,Alemania,Palladium Mallorca,Suite,Todo incluido,Teléfono,25.0,9,7,2,1,375.17,3,0,No,1.0,Sin depósito,0
100629,65.0,Female,Francia,Palladium Punta Cana,Junior Suite,Solo alojamiento,Agencia online,1.0,6,3,2,1,244.05,1,0,Sí,0.0,Sin depósito,0
100630,50.0,Female,Argentina,Palladium Punta Cana,Standard,Desayuno,Agencia online,4.0,9,10,2,0,159.33,0,0,No,1.0,Sin depósito,0
100631,29.0,Male,Francia,Palladium Tenerife,Standard,Todo incluido,Web directa,26.0,6,4,2,0,88.77,3,1,No,0.0,Sin depósito,0
100632,63.0,Female,España,Palladium Mallorca,Standard,Solo alojamiento,Agencia online,185.0,5,7,1,0,136.35,1,0,Sí,0.0,No reembolsable,1
100633,46.0,Female,Alemania,Palladium Ibiza,Junior Suite,Desayuno,Agencia online,13.0,3,5,2,0,193.78,0,0,No,0.0,Sin depósito,1
100634,64.0,Male,Países Bajos,Palladium Riviera Maya,Standard,Media pensión,Teléfono,19.0,3,5,1,0,77.57,2,1,No,1.0,No reembolsable,0
100635,18.0,Male,Alemania,Palladium Ibiza,Junior Suite,Media pensión,Web directa,80.0,9,7,3,0,231.2,4,1,Sí,3.0,Sin depósito,0
100636,63.0,Female,Reino Unido,Palladium Punta Cana,Standard,Todo incluido,Web directa,8.0,7,7,2,0,99.19,2,0,No,1.0,No reembolsable,0
100637,51.0,Female,México,Palladium Ibiza,Junior Suite,Todo incluido,Walk-in,8.0,7,3,2,0,261.59,1,0,No,0.0,Sin depósito,0
100638,43.0,Male,Italia,Palladium Mallorca,Junior Suite,Todo incluido,Agencia online,39.0,9,4,2,0,206.29,0,0,Sí,1.0,Sin depósito,0
100639,56.0,FEMALE,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Web directa,54.0,6,1,3,0,129.77,4,0,No,0.0,Sin depósito,0
100640,58.0,Male,España,Palladium Riviera Maya,Junior Suite,Solo alojamiento,Agencia online,49.0,4,5,2,0,204.24,2,1,No,0.0,No reembolsable,1
100641,54.0,Male,Francia,Palladium Ibiza,Junior Suite,Solo alojamiento,Agencia online,20.0,4,5,2,0,211.06,4,1,Sí,2.0,No reembolsable,0
100642,54.0,Female,México,Palladium Riviera Maya,Junior Suite,Desayuno,Teléfono,36.0,7,7,4,0,274.95,1,0,Sí,2.0,Reembolsable,0
100643,31.0,Female,Francia,Palladium Mallorca,Standard,Solo alojamiento,Web directa,162.0,9,6,2,0,101.16,1,0,Sí,,Sin depósito,0
100644,27.0,Male,España,Palladium Riviera Maya,Standard,Solo alojamiento,Web directa,36.0,5,1,2,2,135.27,0,0,Sí,0.0,Reembolsable,0
100645,20.0,Male,Italia,Palladium Mallorca,Standard,Media pensión,Web directa,4.0,4,3,2,0,74.79,4,1,No,1.0,Reembolsable,0
100646,60.0,Male,Francia,Palladium Riviera Maya,Standard,Media pensión,Agencia tradicional,38.0,1,3,3,2,191.81,2,0,Sí,0.0,Reembolsable,0
100647,38.0,Male,España,Palladium Punta Cana,Junior Suite,Desayuno,Walk-in,137.0,7,1,1,0,199.14,0,0,No,,Sin depósito,0
100648,36.0,Female,Francia,Palladium Tenerife,Junior Suite,Desayuno,Web directa,25.0,10,3,2,1,266.25,2,0,No,0.0,Sin depósito,0
100649,43.0,Female,Países Bajos,Palladium Mallorca,Standard,Media pensión,Web directa,10.0,11,10,2,0,132.57,2,0,No,1.0,Sin depósito,0
100650,53.0,Male,Reino Unido,Palladium Ibiza,Standard,Media pensión,Web directa,62.0,6,5,2,0,80.69,0,0,No,1.0,Sin depósito,0
100651,27.0,Female,México,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia tradicional,27.0,10,3,2,2,182.72,0,0,No,0.0,Sin depósito,0
100652,43.0,Female,España,Palladium Mallorca,Standard,Media pensión,Web directa,101.0,4,6,2,0,115.4,2,0,No,2.0,Sin depósito,0
100653,62.0,Female,Reino Unido,Palladium Tenerife,Standard,Desayuno,Agencia online,68.0,7,7,2,0,81.87,2,0,Sí,1.0,Sin depósito,0
100654,34.0,Female,Argentina,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia tradicional,5.0,12,4,2,3,100.55,4,1,No,0.0,Reembolsable,1
100655,72.0,Male,Reino Unido,Palladium Ibiza,Junior Suite,Todo incluido,Agencia online,240.0,6,5,1,0,193.84,1,0,Sí,0.0,Sin depósito,1
100656,55.0,Male,Italia,Palladium Mallorca,Junior Suite,Todo incluido,Agencia tradicional,8.0,7,4,2,2,191.15,2,0,Sí,0.0,No reembolsable,0
100657,37.0,FEMALE,Reino Unido,Palladium Ibiza,Suite,Todo incluido,Agencia online,109.0,2,6,2,0,401.88,3,2,Sí,2.0,Reembolsable,1
100658,50.0,Male,EEUU,Palladium Punta Cana,Standard,Desayuno,Agencia online,3.0,3,4,2,0,75.44,3,0,Sí,0.0,Reembolsable,0
100659,42.0,Female,Alemania,Palladium Tenerife,Suite,Media pensión,Web directa,25.0,5,1,3,0,,1,0,Sí,,Sin depósito,0
100660,44.0,Male,Francia,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia tradicional,6.0,9,10,1,0,207.96,1,0,No,0.0,Sin depósito,0
100661,39.0,Female,Alemania,Palladium Ibiza,Standard,Desayuno,Agencia online,4.0,7,7,2,1,,2,0,No,0.0,Reembolsable,0
100662,41.0,Female,España,Palladium Mallorca,Standard,Todo incluido,Web directa,14.0,5,7,3,3,96.67,1,1,No,1.0,,0
100663,45.0,Female,Reino Unido,Palladium Ibiza,Standard,Desayuno,Teléfono,39.0,2,5,2,1,160.01,1,1,Sí,2.0,Sin depósito,0
100664,33.0,Male,Reino Unido,Palladium Mallorca,Standard,Desayuno,Web directa,31.0,3,7,2,0,,1,0,No,1.0,Sin depósito,0
100665,38.0,Female,Portugal,Palladium Riviera Maya,Suite,Media pensión,Web directa,10.0,6,5,1,0,407.79,0,0,No,0.0,Sin depósito,0
100666,57.0,Male,México,Palladium Riviera Maya,Villa,Desayuno,Agencia online,84.0,3,5,2,2,726.71,1,0,,0.0,Reembolsable,0
100667,40.0,Female,Portugal,Palladium Tenerife,Junior Suite,Desayuno,Agencia online,26.0,8,1,2,0,265.3,1,0,No,0.0,Reembolsable,0
100668,71.0,Male,Países Bajos,Palladium Mallorca,Standard,Todo incluido,Agencia tradicional,36.0,5,4,3,2,123.69,2,0,Sí,2.0,Sin depósito,0
100669,53.0,Male,Francia,Palladium Ibiza,Suite,Todo incluido,Agencia online,12.0,9,4,2,0,389.76,0,0,No,0.0,Sin depósito,1
100670,38.0,Male,España,Palladium Ibiza,Junior Suite,Desayuno,Web directa,50.0,12,3,2,0,222.7,0,0,Sí,0.0,Sin depósito,1
100671,41.0,Male,Alemania,Palladium Punta Cana,Standard,Media pensión,Agencia online,20.0,8,10,2,0,203.61,0,0,No,2.0,Reembolsable,1
100672,34.0,Male,Países Bajos,Palladium Mallorca,Junior Suite,Todo incluido,Teléfono,22.0,1,14,2,2,260.64,0,0,No,3.0,Sin depósito,0
100673,48.0,Male,España,Palladium Mallorca,Standard,Todo incluido,Agencia tradicional,44.0,7,4,4,0,110.98,4,0,Sí,1.0,Sin depósito,0
100674,42.0,Female,México,Palladium Costa Mujeres,Standard,Media pensión,Agencia online,140.0,7,4,2,1,121.8,1,0,Sí,1.0,Sin depósito,0
100675,41.0,Male,Francia,Palladium Costa Mujeres,Junior Suite,Desayuno,Web directa,69.0,9,6,2,1,202.24,0,0,,0.0,Reembolsable,0
100676,55.0,Female,Francia,Palladium Mallorca,Standard,Desayuno,Agencia online,75.0,10,3,2,2,,1,1,Sí,0.0,Reembolsable,0
100677,34.0,Female,España,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,4.0,9,5,4,2,,3,1,No,1.0,Reembolsable,0
100678,38.0,Female,Italia,Palladium Riviera Maya,Standard,Media pensión,Teléfono,,8,4,2,0,75.0,1,1,No,2.0,No reembolsable,0
100679,34.0,Male,EEUU,Palladium Mallorca,Standard,Solo alojamiento,Teléfono,,6,2,3,1,127.43,4,1,Sí,1.0,No reembolsable,0
100680,41.0,Male,Países Bajos,Palladium Ibiza,Standard,Media pensión,Web directa,18.0,7,10,2,3,161.03,4,0,Sí,1.0,Sin depósito,0
100681,41.0,Male,España,Palladium Riviera Maya,Junior Suite,Desayuno,Agencia tradicional,78.0,8,4,2,0,250.12,2,0,No,4.0,Sin depósito,1
100682,43.0,Female,México,Palladium Mallorca,Junior Suite,Solo alojamiento,Web directa,33.0,4,5,1,1,216.41,2,0,Sí,0.0,Sin depósito,0
100683,53.0,Female,,Palladium Costa Mujeres,Standard,Media pensión,Web directa,161.0,6,4,3,1,123.53,0,0,Sí,0.0,No reembolsable,1
100684,57.0,Female,España,Palladium Tenerife,Suite,Todo incluido,Web directa,15.0,8,1,1,0,443.9,0,0,No,3.0,Reembolsable,0
100685,58.0,Female,España,Palladium Riviera Maya,Standard,Solo alojamiento,Agencia online,4.0,7,6,1,0,77.19,1,0,No,0.0,Sin depósito,0
100686,28.0,FEMALE,Reino Unido,Palladium Costa Mujeres,Standard,Todo incluido,Agencia tradicional,43.0,10,5,1,0,106.45,3,2,Sí,4.0,Sin depósito,0
100687,49.0,Female,,Palladium Costa Mujeres,Standard,Todo incluido,Agencia online,71.0,5,6,2,3,88.59,2,0,No,0.0,,1
100688,42.0,Male,Reino Unido,Palladium Punta Cana,Standard,Todo incluido,Web directa,82.0,9,3,1,0,109.19,1,0,sí,1.0,Reembolsable,1
100689,42.0,Male,Argentina,Palladium Ibiza,Standard,Desayuno,Agencia tradicional,130.0,6,10,3,1,119.98,4,1,No,0.0,Sin depósito,0
100690,26.0,Male,Reino Unido,Palladium Ibiza,Standard,Todo incluido,Agencia tradicional,,4,4,3,0,95.38,0,0,No,,No reembolsable,0
100691,67.0,Female,Alemania,Palladium Riviera Maya,Standard,Desayuno,Web directa,22.0,11,7,1,1,130.13,2,0,No,0.0,Reembolsable,0
100692,25.0,Male,Alemania,Palladium Ibiza,Junior Suite,Desayuno,Web directa,83.0,8,14,2,0,225.91,1,0,Sí,0.0,Sin depósito,1
100693,38.0,Female,Italia,Palladium Mallorca,Villa,Todo incluido,Agencia online,17.0,4,2,2,1,718.88,2,0,Sí,1.0,No reembolsable,0
100694,48.0,Male,España,Palladium Ibiza,Suite,Desayuno,Agencia tradicional,10.0,8,4,2,0,372.47,3,1,No,1.0,Reembolsable,0
100695,43.0,Female,Países Bajos,Palladium Mallorca,Standard,Todo incluido,Web directa,10.0,3,14,2,0,115.97,2,1,Sí,1.0,Sin depósito,0
100696,33.0,Male,,Palladium Riviera Maya,Standard,Todo incluido,Walk-in,61.0,10,10,2,2,46.32,1,0,No,1.0,Sin depósito,0
100697,53.0,Male,Argentina,Palladium Mallorca,Suite,Desayuno,Web directa,100.0,3,5,2,0,395.09,2,0,Sí,0.0,No reembolsable,0
100698,63.0,FEMALE,Francia,Palladium Riviera Maya,Standard,Media pensión,Agencia online,2.0,7,2,1,0,132.0,5,1,Sí,2.0,Sin depósito,0
100699,36.0,Female,EEUU,Palladium Tenerife,Junior Suite,Desayuno,Agencia online,16.0,2,5,2,0,,0,0,Sí,0.0,No reembolsable,0
100700,44.0,Female,Argentina,Palladium Costa Mujeres,Villa,Todo incluido,Web directa,25.0,12,3,2,0,729.88,1,0,No,,Sin depósito,0
100701,20.0,Male,España,Palladium Ibiza,Suite,Media pensión,Web directa,99.0,11,7,1,0,361.91,1,1,No,5.0,Reembolsable,0
100702,40.0,Male,España,Palladium Mallorca,Standard,Todo incluido,Agencia online,18.0,8,4,1,0,156.01,1,0,No,2.0,Sin depósito,1
100703,48.0,Male,España,Palladium Tenerife,Standard,Desayuno,Agencia online,6.0,8,6,2,2,53.04,2,0,Sí,0.0,Sin depósito,0
100704,44.0,Male,México,Palladium Costa Mujeres,Standard,Todo incluido,Web directa,59.0,5,4,2,0,158.33,1,1,No,4.0,Sin depósito,0
100705,26.0,Male,Alemania,Palladium Mallorca,Suite,Solo alojamiento,Web directa,32.0,6,4,4,0,345.8,2,0,No,1.0,Sin depósito,1
100706,31.0,Male,Italia,Palladium Riviera Maya,Standard,Media pensión,Web directa,192.0,2,3,1,0,131.41,1,0,No,0.0,Sin depósito,0
100707,41.0,Female,Reino Unido,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,2.0,11,3,1,1,,1,0,No,3.0,Sin depósito,0
100708,40.0,Female,Reino Unido,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia tradicional,162.0,7,3,2,0,167.06,1,0,No,0.0,Sin depósito,1
100709,46.0,Female,Francia,Palladium Punta Cana,Junior Suite,Media pensión,Agencia tradicional,67.0,4,6,2,0,239.06,1,0,No,0.0,Sin depósito,0
